id,type,latitude,longitude,date,killedOrWounded,droneCount,killed,wounded,casualtyKnown,titleEN,titleFR,descriptionEN,descriptionFR,sources,imageUrl,imageCaptionEN,imageCaptionFR,videoUrl,videoCaption,department,commune,sectionCommunale,locality,identifiant
117,incident,18.53722954,-72.35466003,2025-11-10,0,3,0,0,FALSE,3 explosive drones in Village de Dieu,3 drones explosifs à Village de Dieu,"Officers from a specialised PNH unit deployed at least three explosive drones visant the GCO base 5 Segonn, as part of an operation.","Des agents d'une unit�� spécialisée de la PNH ont déployé au moins trois drones explosifs visant la base du GCO 5 Segonn, dans le cadre d’une opération.",,,,,,,Ouest,Port-au-Prince,3e Section Martissant,Village de Dieu,hti:54bcecab
118,incident,18.55784607,-72.3303299,2025-11-10,0,3,0,0,FALSE,3 explosive drones in Delmas 6,3 drones explosifs à Delmas 6,Specialised PNH units deployed at least three explosive drones ciblant the members of GCO Delmas 6.,Des unités spécialisées de la PNH ont déployé au moins trois drones explosifs ciblant les membres du GCO Delmas 6.,,,,,,,Ouest,Delmas,1re Section St Martin,Delmas 6,hti:d54eddd9
119,incident,18.52661896,-72.35037994,2025-11-11,0,1,0,0,FALSE,1 explosive drone in Fort-Mercredi,1 drone explosif à Fort-Mercredi,Specialised PNH units deployed at least a explosive drone visant the GCO base Gran Ravin.,Des unités spécialisées de la PNH ont déployé au moins un drone explosif visant la base du GCO Gran Ravin.,,,,,,,Ouest,Port-au-Prince,3e Section Martissant,Fort-Mercredi,hti:13ae2f24
120,incident,18.53722954,-72.35466003,2025-11-12,0,1,0,0,FALSE,1 explosive drone in Village de Dieu,1 drone explosif à Village de Dieu,Specialised PNH units deployed a explosive drone and struck the base of GCO 5 Segonn.,Des unités spécialisées de la PNH ont déployé un drone explosif et frappé la base du GCO 5 Segonn.,,,,,,,Ouest,Port-au-Prince,3e Section Martissant,Village de Dieu,hti:2575923a
121,incident,18.53350449,-72.3385849,2025-11-12,0,1,0,0,FALSE,1 explosive drone in Bas Peu De Choses,1 drone explosif à Bas Peu De Choses,"Task Force units launched a explosive drone toward members of the GCO groups Gran Ravin and 5 Segonn, holed up in a street.","Des unités de la Task Force ont lancé un drone explosif en direction de membres des GCO Gran Ravin et 5 Segonn, retranchés dans une rue.",,,,,,,Ouest,Port-au-Prince,1re Section Turgeau,Bas Peu De Choses,hti:39b4e878
122,incident,18.66323471,-72.18347931,2025-11-14,0,1,0,0,FALSE,1 explosive drone in Daspinosse,1 drone explosif à Daspinosse,PNH officers launched at least a explosive drone towards members of GCO Canaan.,Des membres de la PNH ont lancé au moins un drone explosif en direction des membres de GCO Canaan.,,,,,,,Ouest,Croix-Des-Bouquets,2e Section des Varreux,Daspinosse,hti:8aeded3c
123,incident,18.5621891,-72.32131195,2025-11-16,0,1,0,0,FALSE,1 explosive drone in Village Solidarité,1 drone explosif à Village Solidarité,PNH officers used at least a explosive drone against positions of the members of GCO Simon Pele.,Les membres de la PNH ont fait usage d'au moins un drone explosif contre les positions des membres du GCO Simon Pele.,,,,,,,Ouest,Delmas,1re Section St Martin,Village Solidarité,hti:4b47fbcb
124,incident,18.58221626,-72.24114227,2025-11-16,0,1,0,0,FALSE,1 explosive drone in Marassa,1 drone explosif à Marassa,PNH officers launched at least a explosive drone towards members of GCO 400 Mawozo.,Des membres de la PNH ont lancé au moins un drone explosif en direction des membres du GCO 400 Mawozo.,,,,,,,Ouest,Croix-Des-Bouquets,3e Section Petit Bois,Marassa,hti:8abfb47d
125,incident,18.53722954,-72.35466003,2025-11-17,0,2,0,0,FALSE,2 explosive drones in Village de Dieu,2 drones explosifs à Village de Dieu,PNH officers launched at least two explosive drones against the GCO base 5 segonn.,Des membres de la PNH ont lancé au moins deux drones explosifs contre la base du GCO 5 segonn.,,,,,,,Ouest,Port-au-Prince,3e Section Martissant,Village de Dieu,hti:1d6f983d
126,incident,18.53791046,-72.34721375,2025-11-17,0,1,0,0,FALSE,1 explosive drone in Bas Peu De Choses,1 drone explosif à Bas Peu De Choses,Members of the security forces launched at least a explosive drone towards members of GCO 5 Segonn.,Des membres des forces de l'ordre ont lancé au moins un drone explosif en direction des membres du GCO 5 Segonn.,,,,,,,Ouest,Port-au-Prince,1re Section Turgeau,Bas Peu De Choses,hti:27bcb599
127,incident,18.52924156,-72.32738495,2025-11-17,0,2,0,0,FALSE,2 explosive drones in Pacot,2 drones explosifs à Pacot,PNH officers launched at least two explosive drones in the area against members of GCO Gran Ravin on the move.,Des membres de la PNH ont lancé au moins deux drones explosifs dans la zone contre des membres du GCO Gran Ravin en mouvement.,,,,,,,Ouest,Port-au-Prince,1re Section Turgeau,Pacot,hti:522635f7
128,incident,18.53409386,-72.34116364,2025-11-17,0,1,0,0,FALSE,1 explosive drone in Bas Peu De Choses,1 drone explosif à Bas Peu De Choses,"Members of the security forces used at least a explosive drone, ciblant thus the members of GCO 5 Segonn.","Des membres des forces de l'ordre ont fait au moins usage d'un drone explosif, ciblant ainsi les membres du GCO 5 Segonn.",,,,,,,Ouest,Port-au-Prince,1re Section Turgeau,Bas Peu De Choses,hti:a53b3e97
129,incident,18.54874802,-72.34349823,2025-11-17,0,2,0,0,FALSE,2 explosive drones in Port-au-Prince,2 drones explosifs à Port-au-Prince,PNH officers used at least of 2 explosive drones toward of the members of GCO 5 Segonn.,Les membres de la PNH ont fait usage d'au moins de 2 drones explosifs en direction des membres du GCO 5 Segonn.,,,,,,,Ouest,Port-au-Prince,1re Section Turgeau,Port-au-Prince,hti:d558adfc
130,incident,18.53974533,-72.34438324,2025-11-18,0,1,0,0,FALSE,1 explosive drone in Port-au-Prince,1 drone explosif à Port-au-Prince,PNH officers used at least a explosive drone towards members of GCO 5 Segonn.,Des membres de la PNH ont fait usage d'au moins un drone explosif en direction des membres du GCO 5 Segonn.,,,,,,,Ouest,Port-au-Prince,1re Section Turgeau,Port-au-Prince,hti:efb7c081
131,incident,18.52924156,-72.32738495,2025-11-19,0,2,0,0,FALSE,2 explosive drones in Pacot,2 drones explosifs à Pacot,Members of the security forces launched at least two explosive drones against members of GCO Gran Ravin on the move in the area.,Des membres des forces de l'ordre ont lancé au moins deux drones explosifs contre des membres du GCO Gran Ravin en mouvement dans la zone.,,,,,,,Ouest,Port-au-Prince,1re Section Turgeau,Pacot,hti:7e4e3585
132,incident,18.56266022,-72.34101868,2025-11-21,0,1,0,0,FALSE,1 explosive drone in La Saline,1 drone explosif à La Saline,"Specialised PNH units used a explosive drone against members of GCO as an NGO vehicle was passing, evacuating its activity site because of attacks in the area. No injuries were reported.",Des unités spécialisées de la PNH ont utilisé un drone explosif contre des membres de GCO au moment du passage d’un véhicule d’une ONG qui évacuait le site de son activité en raison des attaques dans la zone. Aucun blessé n’est à signaler.,,,,,,,Ouest,Port-au-Prince,2e Section des Varreux,La Saline,hti:3ce99a70
133,incident,18.55163765,-72.33282471,2025-11-21,0,1,0,0,FALSE,1 explosive drone in Saint-Martin,1 drone explosif à Saint-Martin,PNH officers launched at least a explosive drone towards members of GCO Bel Air.,Des membres de la PNH ont lancé au moins un drone explosif en direction des membres du GCO Bel Air.,,,,,,,Ouest,Port-au-Prince,1re Section Turgeau,Saint-Martin,hti:5d08bfcd
134,incident,18.54841995,-72.34177399,2025-12-07,0,5,0,0,FALSE,5 explosive drones in Centre-Ville,5 drones explosifs à Centre-Ville,PNH officers deployed at least five explosive drones against members of GCO Gran Ravin and 5 Segonn during an operation.,Des agents de la PNH ont déployé au moins cinq drones explosifs contre des membres de GCO Gran Ravin et 5 Segonn lors d’une opération.,,,,,,,Ouest,Port-au-Prince,1re Section Turgeau,Centre-Ville,hti:75454b92
135,incident,18.53722954,-72.35466003,2025-12-07,0,2,0,0,FALSE,2 explosive drones in Village de Dieu,2 drones explosifs à Village de Dieu,PNH units deployed at least two explosive drones ciblant the GCO base 5 Segonn during an operation.,Des unités de la PNH ont déployé au moins deux drones explosifs ciblant la base du GCO 5 Segonn lors d’une opération.,,,,,,,Ouest,Port-au-Prince,3e Section Martissant,Village de Dieu,hti:bd7fa660
136,incident,18.53202248,-72.34081268,2025-12-09,0,1,0,0,FALSE,1 explosive drone in Centre-Ville,1 drone explosif à Centre-Ville,PNH officers deployed at least a explosive drone visant the members of GCO Gran Ravin.,Des agents de la PNH ont déployé au moins un drone explosif visant les membres du GCO Gran Ravin.,,,,,,,Ouest,Port-au-Prince,1re Section Turgeau,Centre-Ville,hti:bd96647f
137,incident,18.53561592,-72.33946991,2025-12-11,0,1,0,0,FALSE,1 explosive drone in Centre-Ville,1 drone explosif à Centre-Ville,Haitian National Police (PNH) officers launched at least a explosive drone visant of the members of the GCO groups 5 Segonn and Gran Ravin.,Des agents de la Police Nationale d’Haïti (PNH) ont lancé au moins un drone explosif visant des membres des GCO 5 Segonn et Gran Ravin.,,,,,,,Ouest,Port-au-Prince,1re Section Turgeau,Centre-Ville,hti:c81d6578
138,incident,18.5321064,-72.33039856,2025-12-13,0,1,0,0,FALSE,1 explosive drone in Turgeau,1 drone explosif à Turgeau,PNH officers deployed at least a explosive drone against members of GCO of Gran Ravin.,Des agents de la PNH ont déployé au moins un drone explosif contre des membres du GCO de Gran Ravin.,,,,,,,Ouest,Port-au-Prince,1re Section Turgeau,Turgeau,hti:da46f393
139,incident,18.53313828,-72.33289337,2025-12-14,0,1,0,0,FALSE,1 explosive drone in Pacot,1 drone explosif à Pacot,"PNH officers deployed at least a explosive drone against members of GCO Gran Ravin, holed up in abandoned homes.","Des agents de la PNH ont déployé au moins un drone explosif contre des membres du GCO Gran Ravin, retranchés dans des habitations abandonnées.",,,,,,,Ouest,Port-au-Prince,1re Section Turgeau,Pacot,hti:7f3fb4a3
140,incident,18.53863716,-72.34761047,2025-12-15,0,1,0,0,FALSE,1 explosive drone in Champs de Mars,1 drone explosif à Champs de Mars,Officers from specialised PNH units used at least a explosive drone against members of the GCO groups Gran Ravin during an operation.,Des agents des unités spécialisées de la PNH ont utilisé au moins un drone explosif contre des membres des GCO Gran Ravin lors d'une opération.,,,,,,,Ouest,Port-au-Prince,1re Section Turgeau,Champs de Mars,hti:776ca309
141,incident,18.53369331,-72.33951569,2025-12-15,0,1,0,0,FALSE,1 explosive drone in Bas Peu De Choses,1 drone explosif à Bas Peu De Choses,Officers from specialised PNH units deployed at least a explosive drone against members of the GCO groups Gran Ravin and 5 Segonn during an operation.,Des agents des unités spécialisées de la PNH ont déployé au moins un drone explosif contre des membres des GCO Gran Ravin et 5 Segonn lors d'une opération.,,,,,,,Ouest,Port-au-Prince,1re Section Turgeau,Bas Peu De Choses,hti:78a7df77
142,incident,18.53674316,-72.3407135,2025-12-16,0,1,0,0,FALSE,1 explosive drone in Morne à Tuf,1 drone explosif à Morne à Tuf,Specialised PNH officers used at least a explosive drone against members of GCO 5 Segonn during an operation.,Des agents spécialis��s de la PNH ont utilisé au moins un drone explosif contre les membres du GCO 5 Segonn lors d'une opération.,,,,,,,Ouest,Port-au-Prince,1re Section Turgeau,Morne à Tuf,hti:944db1d4
143,incident,18.59602737,-72.32808685,2025-12-18,0,2,0,0,FALSE,2 explosive drones in Fontaine,2 drones explosifs à Fontaine,"In the cadre an operation, of the agents d'a unité spécialisée of the PNH have deployed at least two explosive drones visant the GCO base Nan Boston.","Dans le cadre d’une opération, des agents d'une unité spécialisée de la PNH ont déployé au moins deux drones explosifs visant la base du GCO Nan Boston.",,,,,,,Ouest,Cité Soleil,2e Section des Varreux,Fontaine,hti:2c579d41
144,incident,18.59602737,-72.32808685,2025-12-18,0,1,0,0,FALSE,1 explosive drone in Fontaine,1 drone explosif à Fontaine,At least a explosive drone was deployeds by of the members of the PNH against members of GCO Nan Boston.,Au moins un drone explosif a été déployés par des membres de la PNH contre les membres du GCO Nan Boston.,,,,,,,Ouest,Cité Soleil,2e Section des Varreux,Fontaine,hti:387f9f8d
145,incident,18.52417755,-72.22889709,2025-12-18,0,11,0,0,FALSE,11 explosive drones in Pernier,11 drones explosifs à Pernier,"Security-force officers mené a opération targeted against members of GCO Kraze Baryè backed by of the members of GCO 400 Mawozo who came as reinforcements. To the cours of this operation, the forces of l’ordre have eu recours à of the helicopters and at least 11 of the explosive drones were launched, causing panic among the population.","Des agents des forces de l’ordre ont mené une opération ciblée contre les membres du GCO Kraze Baryè appuyés par des membres du GCO 400 Mawozo venus en renfort. Au cours de cette opération, les forces de l’ordre ont eu recours à des hélicoptères et au moins 11 des drones explosifs ont été lancés, provoquant un climat de panique au sein de la population.",,,,,,,Ouest,Pétion-Ville,5e Section Bellevue Chardonnière,Pernier,hti:4313687f
146,incident,18.52700233,-72.37408447,2025-12-18,0,1,0,0,FALSE,1 explosive drone in Fontamara,1 drone explosif à Fontamara,Officers from specialised PNH units used at least a explosive drone against members of GCO of Ti Bwa during an operation.,Des agents des unités spécialisées de la PNH ont utilisé au moins un drone explosif contre des membres du GCO de Ti Bwa lors d'une opération.,,,,,,,Ouest,Carrefour,9e Section Bizoton,Fontamara,hti:7983aed1
147,incident,18.57679939,-72.31973267,2025-12-18,0,1,0,0,FALSE,1 explosive drone in Nanraguette,1 drone explosif à Nanraguette,PNH officers deployed at least a explosive drone against members of GCO Nan Boston.,Des agents de la PNH ont déployé au moins un drone explosif contre les membres du GCO Nan Boston.,,,,,,,Ouest,Cité Soleil,2e Section des Varreux,Nanraguette,hti:e8c51187
148,incident,18.57653999,-72.31655884,2025-12-18,0,1,0,0,FALSE,1 explosive drone in Simon-Pelé,1 drone explosif à Simon-Pelé,PNH officers launched at least a explosive drone against members of GCO holed up in a former public building.,Des agents de la PNH ont lancé au moins un drone explosif contre des membres du GCO retranchés dans un ancien bâtiment public.,,,,,,,Ouest,Delmas,1re Section St Martin,Simon-Pelé,hti:fc0e49b0
149,incident,18.69458389,-72.34993744,2025-12-24,24,3,24,0,TRUE,24 killed in Lafiteau,24 tués à Lafiteau,Security-force officers launched at least 3 explosive drones against positions of the members of GCO 5 Segonn during d'a Christmas party organisée by the latter. At least 24 members présumés of GCO 5 Segonn were killed.,Des agents des forces de l'ordre ont lancé au moins 3 drones explosifs contre des positions des membres du GCO 5 Segonn lors d'une fête de Noël organisée par ces derniers. Au moins 24 membres présumés du GCO 5 Segonn ont été tués.,,,,,,,Ouest,Cabaret,3e Section Source Matelas,Lafiteau,hti:bf851ea3
150,incident,18.53401756,-72.33988953,2025-12-26,0,1,0,0,FALSE,1 explosive drone in Centre-Ville,1 drone explosif à Centre-Ville,PNH officers launched an operation against of the members of GCO Gran Ravin en Using at least a explosive drone.,Des agents de la PNH ont lancé une opération contre des membres du GCO Gran Ravin en utilisant au moins un drone explosif.,,,,,,,Ouest,Port-au-Prince,1re Section Turgeau,Centre-Ville,hti:291f3370
151,incident,18.5472641,-72.34144592,2025-12-27,0,1,0,0,FALSE,1 explosive drone in Centre-Ville,1 drone explosif à Centre-Ville,Specialised PNH officers launched at least a explosive drone against members of the GCO groups 5 Segonn.,Des agents spécialisés de la PNH ont lancé au moins un drone explosif contre les membres des GCO 5 Segonn.,,,,,,,Ouest,Port-au-Prince,1re Section Turgeau,Centre-Ville,hti:355de27e
152,incident,18.54841995,-72.34177399,2025-12-27,0,2,0,0,FALSE,2 explosive drones in Centre-Ville,2 drones explosifs à Centre-Ville,PNH officers launched at least two explosive drones during an operation targeted against members of the GCO groups 5 Segonn and those of Gran Ravin.,Des agents de la PNH ont lancé au moins deux drones explosifs au cours d’une opération ciblée contre les membres des GCO 5 Segonn et ceux de Gran Ravin.,,,,,,,Ouest,Port-au-Prince,1re Section Turgeau,Centre-Ville,hti:a8f672c5
153,incident,18.54997063,-72.33616638,2025-12-27,0,2,0,0,FALSE,2 explosive drones in Bel Air,2 drones explosifs à Bel Air,Specialised PNH units deployed at least two explosive drones against members of GCO Bel Air.,Des unités spécialisées de la PNH ont déployé au moins deux drones explosifs contre des membres du GCO Bel Air.,,,,,,,Ouest,Port-au-Prince,1re Section Turgeau,Bel Air,hti:c6ec4de8
154,incident,18.53209305,-72.34026337,2025-12-28,0,1,0,0,FALSE,1 explosive drone in Morne à Tuf,1 drone explosif à Morne à Tuf,Officers from a specialised PNH unit deployed a explosive drone visant the members of GCO Gran Ravin.,Des agents d'une unité spécialisée de la PNH ont déployé un drone explosif visant les membres du GCO Gran Ravin.,,,,,,,Ouest,Port-au-Prince,1re Section Turgeau,Morne à Tuf,hti:4de60c2d
155,incident,18.53581047,-72.33976746,2025-12-28,0,1,0,0,FALSE,1 explosive drone in Centre-Ville,1 drone explosif à Centre-Ville,"Of the agents of l’unité spécialisée of the PNH have deployed at least a explosive drone visant of the members of GCO 5 Segonn, holed up in homes à proximité of the civilian population.","Des agents de l’unité spécialisée de la PNH ont déployé au moins un drone explosif visant des membres du GCO 5 Segonn, retranchés dans des habitations à proximité de la population civile.",,,,,,,Ouest,Port-au-Prince,1re Section Turgeau,Centre-Ville,hti:d1958ed8
156,incident,18.54016113,-72.34607697,2025-12-29,0,1,0,0,FALSE,1 explosive drone in Centre-Ville,1 drone explosif à Centre-Ville,PNH officers mener of the opération against members of GCO Grand Ravin en Using at least a explosive drone.,Des agents de la PNH ont mener des opération contre des membres du GCO Grand Ravin en utilisant au moins un drone explosif.,,,,,,,Ouest,Port-au-Prince,1re Section Turgeau,Centre-Ville,hti:02ec2a0f
157,incident,18.53288078,-72.34468842,2025-12-29,0,1,0,0,FALSE,1 explosive drone in Centre-Ville,1 drone explosif à Centre-Ville,Specialised PNH units deployed at least a explosive drone against members of GCO of Grand Ravin.,Des unités spécialisées de la PNH ont déployé au moins un drone explosif contre des membres du GCO de Grand Ravin.,,,,,,,Ouest,Port-au-Prince,1re Section Turgeau,Centre-Ville,hti:4e7e53ba
158,incident,18.5340271,-72.33987427,2025-12-29,0,1,0,0,FALSE,1 explosive drone in Centre-Ville,1 drone explosif à Centre-Ville,"Haitian National Police officers attacked members of GCO Grand Ravin, Using at least a explosive drone during of l’opération menée in the area.","Des agents de la Police nationale d’Haïti ont attaqué des membres du GCO Grand Ravin, utilisant au moins un drone explosif lors de l’opération menée dans la zone.",,,,,,,Ouest,Port-au-Prince,1re Section Turgeau,Centre-Ville,hti:57cf7fe1
159,incident,18.53580475,-72.33976746,2025-12-29,0,1,0,0,FALSE,1 explosive drone in Centre-Ville,1 drone explosif à Centre-Ville,Specialised PNH units utiliser at least a explosive drone against members of GCO Grand Ravin.,Des unités spécialisées de la PNH ont utiliser au moins un drone explosif contre des membres du GCO Grand Ravin.,,,,,,,Ouest,Port-au-Prince,1re Section Turgeau,Centre-Ville,hti:67c836ef
160,incident,18.5427742,-72.34497833,2025-12-30,0,4,0,0,FALSE,4 explosive drones in Centre-Ville,4 drones explosifs à Centre-Ville,"To the cours an operation targeted, of the agents of the PNH have deployed at least four explosive drones against members of the GCO groups Gran Ravin.","Au cours d’une opération ciblée, des agents de la PNH ont déployé au moins quatre drones explosifs contre les membres des GCO Gran Ravin.",,,,,,,Ouest,Port-au-Prince,1re Section Turgeau,Centre-Ville,hti:c99eeb07
161,incident,18.55064011,-72.33655548,2025-12-30,0,6,0,0,FALSE,6 explosive drones in Bel Air,6 drones explosifs à Bel Air,"PNH officers deployed at least six explosive drones against members of the GCO groups Bel Air, during an operation targeted. Weapons and money were recovered, and at least a maison a been détruite.","Des agents de la PNH ont déployé au moins six drones explosifs contre les membres des GCO Bel Air, au cours d’une opération ciblée. Des armes et de l’argent ont été récupérés, et au moins une maison a été détruite.",,,,,,,Ouest,Port-au-Prince,1re Section Turgeau,Bel Air,hti:ead8de5b
162,incident,18.69059944,-72.35199738,2025-12-31,0,2,0,0,FALSE,2 explosive drones in Lafiteau,2 drones explosifs à Lafiteau,Members of the security forces deployed at least two explosive drones against members of GCO 5 Segonn.,Des membres des forces de l'ordre ont déployé au moins deux drones explosifs contre des membres du GCO 5 Segonn.,,,,,,,Ouest,Cabaret,3e Section Source Matelas,Lafiteau,hti:9c6afb1a
163,incident,18.54893112,-72.34342957,2026-01-01,0,2,0,0,FALSE,2 explosive drones in Port-au-Prince,2 drones explosifs à Port-au-Prince,Specialised PNH units launched at least two explosive drones toward of the members of GCO 5 Segonn.,Des unités spécialisées de la PNH ont lancé au moins deux drones explosifs en direction des membres du GCO 5 Segonn.,,,,,,,Ouest,Port-au-Prince,1re Section Turgeau,Port-au-Prince,hti:2f2dff8a
164,incident,18.5420742,-72.34510803,2026-01-02,12,3,12,0,TRUE,12 killed in Morne à Tuf,12 tués à Morne à Tuf,Specialised security-force units deployed at least three explosive drones toward of the members of GCO 5 Segonn. At least 12 members of GCO were killed.,Des unités spécialisées des forces de l'ordres ont déployé au moins trois drones explosifs en direction des membres du GCO 5 Segonn. Au moins 12 membres du GCO ont été tués.,,,,,,,Ouest,Port-au-Prince,1re Section Turgeau,Morne à Tuf,hti:b32c561f
165,incident,18.54863167,-72.34220123,2026-01-03,0,2,0,0,FALSE,2 explosive drones in Centre-Ville,2 drones explosifs à Centre-Ville,PNH officers launched at least two explosive drones ciblant of the members of GCO 5 Segonn and of GCO Gran Ravin.,Des agents de la PNH ont lancé au moins deux drones explosifs ciblant des membres du GCO 5 Segonn et du GCO Gran Ravin.,,,,,,,Ouest,Port-au-Prince,1re Section Turgeau,Centre-Ville,hti:07532626
166,incident,18.53585625,-72.33976746,2026-01-03,0,1,0,0,FALSE,1 explosive drone in Morne à Tuf,1 drone explosif à Morne à Tuf,PNH officers deployed at least a explosive drone against members of GCO 5 Segonn holed up in abandoned homes.,Des agents de la PNH ont déployé au moins un drone explosif contre des membres du GCO 5 Segonn retranchés dans des habitations abandonnées.,,,,,,,Ouest,Port-au-Prince,1re Section Turgeau,Morne à Tuf,hti:104654b6
167,incident,18.76932716,-72.46908569,2026-01-03,0,1,0,0,FALSE,1 explosive drone in Bercy,1 drone explosif à Bercy,Specialised PNH units deployed at least a explosive drone towards members of GCO 5 Segonn.,Des unités spécialisées de la PNH ont déployé au moins un drone explosif en direction des membres du GCO 5 Segonn.,,,,,,,Ouest,Cabaret,2e Section Boucassin,Bercy,hti:cbdf6f76
168,incident,18.5512619,-72.33972168,2026-01-05,16,1,0,16,TRUE,16 wounded in Centre-Ville,16 blessés à Centre-Ville,PNH officers deployed at least a explosive drone during an operation visant of the members of GCO Krache Dife and Bel-Air. At least sixteen suspected members of the groupe were wounded.,Des agents de la PNH ont déployé au moins un drone explosif lors d’une opération visant des membres du GCO Krache Dife et de Bel-Air. Au moins seize présumés membres du groupe ont été blessés.,,,,,,,Ouest,Port-au-Prince,1re Section Turgeau,Centre-Ville,hti:39718e0d
169,incident,18.53350449,-72.3385849,2026-01-05,0,2,0,0,FALSE,2 explosive drones in Bas Peu De Choses,2 drones explosifs à Bas Peu De Choses,PNH officers deployed at least two explosive drones against members of the GCO groups Gran Ravin and 5 Segonn.,Des agents de la PNH ont déployé au moins deux drones explosifs contre des membres des GCO Gran Ravin et 5 Segonn.,,,,,,,Ouest,Port-au-Prince,1re Section Turgeau,Bas Peu De Choses,hti:6c6ab36f
170,incident,18.53147507,-72.33640289,2026-01-06,0,2,0,0,FALSE,2 explosive drones in Bas Peu De Choses,2 drones explosifs à Bas Peu De Choses,Of the agents d’a unité spécialisée of the PNH have used at least two explosive drones during an operation targeted against members of GCO of Grand Ravin.,Des agents d’une unité spécialisée de la PNH ont fait usage d’au moins deux drones explosifs lors d���une opération ciblée contre les membres du GCO de Grand Ravin.,,,,,,,Ouest,Port-au-Prince,1re Section Turgeau,Bas Peu De Choses,hti:1bbe09ad
171,incident,18.55059814,-72.33677673,2026-01-06,1,2,1,0,TRUE,1 killed in Bel Air,1 tué à Bel Air,"Seven volunteer community health workers were trapped for several hours in a school building utilisé to of the medical activities by a international NGO, during clashes between GCO members and the PNH. Explosive drones have been also utilisés à proximité of the medical facility and many civilians were harmed including a former community volunteer with lequel l’organisation avait collaboré en 2025 who died of his injuries in front of the building gate.","Sept agents de santé communautaires volontaires ont été piégés pendant plusieurs heures dans un bâtiment scolaire utilisé pour des activités médicales par une ONG internationale, lors d’affrontements entre les membres d’un GCO et la PNH. Des drones explosifs ont été également utilisés à proximité de la structure médicale et de nombreux civils ont été victimes dont un ancien volontaire communautaire avec lequel l’organisation avait collaboré en 2025 qui a succombé à ses blessures devant le portail du bâtiment.",,,,,,,Ouest,Port-au-Prince,1re Section Turgeau,Bel Air,hti:31eb75d1
172,incident,18.55784607,-72.3303299,2026-01-06,0,2,0,0,FALSE,2 explosive drones in Delmas 6,2 drones explosifs à Delmas 6,PNH officers deployed at least two explosive drones during an operation against members of GCO Delmas 6.,Des agents de la PNH ont déployé au moins deux drones explosifs lors d’une opération contre les membres du GCO Delmas 6.,,,,,,,Ouest,Delmas,1re Section St Martin,Delmas 6,hti:a24ba546
173,incident,18.55068016,-72.33643341,2026-01-06,0,5,0,0,FALSE,5 explosive drones in Bel Air,5 drones explosifs à Bel Air,"Specialised PNH officers used at least five drones against the GCO of Bel-Air, following violent clashes.","Des agents spécialisés de la PNH ont fait usage d’au moins cinq drones contre le GCO de Bel-Air, à la suite de violents affrontements.",,,,,,,Ouest,Port-au-Prince,1re Section Turgeau,Bel Air,hti:f17b692f
174,incident,18.53859901,-72.34758759,2026-01-06,0,3,0,0,FALSE,3 explosive drones in Morne à Tuf,3 drones explosifs à Morne à Tuf,PNH officers used at least three explosive drones against members of the GCO groups 5 Segonn and Gran Ravin during an operation.,Des agents de la PNH ont utilisé au moins trois drones explosifs contre les membres des GCO 5 Segonn et Gran Ravin lors d’une opération.,,,,,,,Ouest,Port-au-Prince,1re Section Turgeau,Morne à Tuf,hti:ffe53c02
175,incident,18.55594444,-72.34490967,2026-01-07,0,3,0,0,FALSE,3 explosive drones in La Saline,3 drones explosifs à La Saline,PNH officers launched at least three explosive drones visant the members of GCO Nan Chabon during an operation.,Des agents de la PNH ont lancé au moins trois drones explosifs visant les membres du GCO Nan Chabon lors d'une opération.,,,,,,,Ouest,Port-au-Prince,2e Section des Varreux,La Saline,hti:44f62642
176,incident,18.54997063,-72.33616638,2026-01-07,0,2,0,0,FALSE,2 explosive drones in Bel Air,2 drones explosifs à Bel Air,PNH officers launched at least two drones and have struck the base of GCO of Bel-Air during an operation.,Des agents de la PNH ont lancé au moins deux drones et ont frappé la base du GCO de Bel-Air au cours d'une opération.,,,,,,,Ouest,Port-au-Prince,1re Section Turgeau,Bel Air,hti:cd55b5bd
177,incident,18.53846359,-72.3460083,2026-01-08,0,2,0,0,FALSE,2 explosive drones in Morne à Tuf,2 drones explosifs à Morne à Tuf,"PNH officers launched at least two explosive drones during an operation visant the members of GCO Gran Ravin, holed up in homes.","Des agents de la PNH ont lancé au moins deux drones explosifs lors d’une opération visant les membres du GCO Gran Ravin, retranchés dans des habitations.",,,,,,,Ouest,Port-au-Prince,1re Section Turgeau,Morne à Tuf,hti:c6776da1
178,incident,18.54443741,-72.34461975,2026-01-08,0,1,0,0,FALSE,1 explosive drone in Centre-Ville,1 drone explosif à Centre-Ville,PNH officers used at least a explosive drone against the GCO 5 Segonn during an operation.,Des agents de la PNH ont fait usage d’au moins un drone explosif contre le GCO 5 Segonn lors d’une opération.,,,,,,,Ouest,Port-au-Prince,1re Section Turgeau,Centre-Ville,hti:e2b3784c
179,incident,18.54009247,-72.35315704,2026-01-10,0,2,0,0,FALSE,2 explosive drones in Village de Dieu,2 drones explosifs à Village de Dieu,Officers from a specialised PNH unit deployed at least two explosive drones toward of the members of GCO 5 Segonn.,Des agents d'une unité spécialisée de la PNH ont déployé au moins deux drones explosifs en direction des membres du GCO 5 Segonn.,,,,,,,Ouest,Port-au-Prince,3e Section Martissant,Village de Dieu,hti:204560ae
